Particle ID,FWS Total,SWS Total,FL Yellow Total,FL Orange Total,FL Red Total,FL Green Total
142,3075,1229,103.8,235.6,2654,80.89
143,174,33.72,22.7,24.83,52.45,16.37
144,6575,618.9,100.9,156.2,2266,153.6
145,130.8,74.11,21.15,30.75,65.98,33.14
146,137.2,84.38,33.16,20.19,61.65,32.75
147,239.1,26.97,18.99,22.88,56.91,26.82
148,1.353E+04,1429,90.35,577,8189,121.8
149,346.1,78.89,60.13,41.78,78.57,47.56
150,351.1,104.2,60.06,41.11,98.6,55.42
151,169.2,100.9,42.9,30.78,69.74,73.54
152,138.7,54.17,34.62,28.71,55.4,28.84
153,2.067E+04,4423,1580,870,1.138E+04,468.8
154,168.5,98.68,47.82,45.91,69.73,81.56
155,163.8,53.22,26.44,25.27,50.64,22.95
156,1141,118,78.89,135.3,276.4,111.1
157,172.6,66.42,47.27,40.87,78.57,59.53
158,356.7,93.1,38.83,54.78,125.2,60.18
159,435.6,92.5,51.34,82.9,165.5,64.95
160,1006,139.6,54.67,110.4,230.5,73.76
161,164.2,79.05,32.08,25.19,64.41,43.1
162,1.294E+04,2011,15.1,11.18,50.06,20.6
163,1278,138.7,81.27,138.4,297.2,103.9
164,301.9,66.22,32.32,42.3,72.27,31.71
165,298.8,158.4,122.2,254.6,472.7,190.2
166,138.3,88.99,29.29,30.22,49.94,33.03
167,408.4,73.81,40.67,65.87,153.8,75.18
168,187.6,65.71,28.87,26.4,75.02,46.05
169,111.8,28.65,18.76,26.12,48.28,31.7
170,246.1,117.5,44.22,58.4,100.8,90.31
171,240,69.88,46.87,39.01,78.69,38.29
172,145.6,88.2,19.43,25.98,50.86,23.27
173,87.24,44.4,23.36,22.24,48.19,37.54
174,272.2,136.8,48.37,33.03,85.66,79.59
175,246.3,78.2,22.07,29.18,75.29,27.52
176,274.9,137.3,38.2,34.19,75.59,70.29
177,213.1,133,34.18,31.65,49.28,24.09
178,1422,166,69.49,68.46,651.3,118.1
179,132.1,37.15,23.22,30.47,50.25,29.98
180,1030,254.4,65.95,149.5,310.4,91.38
181,208.9,58.46,27.4,49.67,66.26,28.08
182,136.6,34.05,39.43,29.4,54.61,64.34
183,444.6,97.79,55.7,55.07,95.6,38.76
184,109.6,58.68,26,32.1,52.28,39.42
185,310.5,145.8,39.31,41.79,83.19,57.07
186,123.6,58.97,21.51,26.83,46.05,27.28
187,265.5,96.64,40.53,38,71.25,37.21
188,222.3,89.97,46.62,36.96,83.73,93.3
189,47.4,11.93,6.057,5.928,59.74,69.64
190,219.6,54.85,47.04,27.3,72.97,29.23
191,408,35.5,40.9,37.1,74.52,67.03
192,170.1,106,27.17,24.08,45.35,23.29
193,280,38.82,62.66,143.2,282.8,90.18
194,8127,1632,59.38,116.5,2077,116.3
195,251.7,103.7,33.98,24.63,60.94,46.81
196,217.1,87.82,73.03,156.3,273.5,130.5
197,404.3,43.85,50.74,47.83,84.52,48.8
198,367.5,108.3,60.19,60.38,107.9,82.23
199,163.1,68.84,39.35,41.78,67.67,43.57
200,254.2,79.01,43.95,37.58,77.64,45.24
201,196.7,49.03,24.26,30.26,70.56,33.72
202,1.18E+04,2776,111.1,668.9,8278,170.7
203,132.7,38.49,30.47,35.17,52.31,31.37
204,75.86,38.85,15.48,28.48,56.56,13.71
205,116.5,56.26,16.99,20.07,41.74,19.06
206,251.7,148.7,31.51,29.91,53.68,59.55
207,203.9,53.85,37.68,34.42,77.13,40.66
208,104.1,51.39,38.37,38.79,44.96,54.35
209,255.7,39.82,31.63,32.24,54.65,33.48
210,229.2,46.08,52.47,38.97,91.2,78.91
211,365.1,109.2,70.17,54.47,120.7,95.38
212,297.3,78.51,49.43,52.51,105.8,37.16
213,249.5,114.5,40.87,30.41,83.36,83.56
214,284.1,40.56,15.42,27.31,39.67,25.38
215,3135,541.5,272.6,319.2,779.5,257.8
216,241.7,125.9,44.31,37.16,55.64,45.35
217,124.6,46.38,40.46,24.73,65.53,36.47
218,245,75.29,52.5,51.2,89.28,87.1
219,186.4,101.6,31.07,30.48,56.4,21.76
220,521.8,57.5,44.55,58.87,113,60.26
221,2.488E+04,5583,2307,1121,1.326E+04,970
222,237,105.7,47.03,35.23,66.04,82.96
223,3.035E+04,3.564E+04,2197,950.2,1.058E+04,814.6
224,475.7,109.6,81.92,71.03,167.1,69.29
225,667.5,88.44,59.71,70.4,160.7,73.69
226,250.5,52.53,46.64,37.03,81.64,71.64
227,3.838E+04,7840,2196,1299,1.865E+04,716.9
228,186,54.88,25.47,29.13,63.54,19.87
229,231.6,138.5,44.06,47.29,106.5,97.67
230,485.6,140.5,33.54,55.99,106.5,99
231,113.3,70.26,34.77,25.79,63.83,51.72
232,152.8,80.54,26.06,33.49,66.08,42.61
233,177.8,69.24,39.68,30.52,69,22.48
234,1.864E+04,2404,1541,556.9,7138,499.5
235,173.2,32.08,21.41,30.46,65.21,63.05
236,186.3,50.63,14.98,36.82,61.59,35.64
237,161.4,49.03,27.4,48.17,83.42,31.44
238,25.47,17.74,18.57,13.35,70.67,22.29
239,283.1,116.2,41.12,37.82,75.75,48.57
240,6217,891.7,95.06,218.9,2968,96.31
241,131.3,69.95,29.32,35.27,63.56,57.74
242,116.6,33.53,40.65,48.63,69.81,64.11
243,193,101.1,30.76,23.55,54.6,26.34
244,392.3,58.33,29.89,63.6,128.7,46.56
245,1.69E+04,3842,1278,472.2,6978,416.1
246,249.2,52.81,31.71,38.2,91,33.77
247,86.88,36.03,25,23.66,53.87,20.38
248,511.9,64.88,60.59,74.67,178.4,63.32
249,485.9,142.8,112.1,74.47,169,133.8
250,289.8,118.9,58.67,33.71,101.5,53.92
251,572.5,154.5,61.33,93,177.2,148.9
252,330.6,40.4,72.83,60.32,86.58,84.98
253,747.3,200.4,85.07,65.57,154.8,87.23
254,281.4,115.2,34.27,32.19,75.13,47.26
255,134.8,32.08,35.08,27.6,60.99,43.28
256,1039,144.1,63.45,95.91,240.4,76.33
257,270.8,134.6,38.72,47.7,82.61,51.74
258,157.8,71.33,21.14,42.82,60.38,25.51
259,278.5,52.6,31.14,43.13,84.84,42.68
260,1380,177.1,57.91,64.09,488.8,65.26
261,287.9,69.84,46.7,37.09,65.6,44.4
262,816.6,131.3,52.14,95.06,225.2,58.49
263,2.848E+04,4085,1563,913.2,1.367E+04,518.8
264,166.1,43.49,39.71,31.21,65.2,68.99
265,162,77.24,21.29,23.44,45.15,23.58
266,406.7,73.84,57.75,77.33,124.6,66.35
267,168.4,58.32,40.1,29.29,56.67,32.26
268,553.2,68.46,64.85,100.4,202.9,77.22
269,130.3,40.52,23.23,40.96,61.27,26.18
270,362.8,201.3,65.26,38.86,86.99,70.85
271,163.1,84.01,48.55,40.14,76.7,32.58
272,171.2,76.11,33.41,31.78,66.64,47.18
273,374.8,63.4,63.83,54.48,98.99,95.43
274,864.6,173.6,66.12,70.94,153.5,60.62
275,568.2,74.82,63.46,79.17,153.9,79.18
276,336.3,54.15,25.22,45.92,82.66,37.15
277,599.3,67.97,53.37,54.65,107.4,57.23
278,291.3,144.9,45.13,51.63,105.3,80.62
279,214.8,39.75,25.37,40.7,79.94,42.5
280,311.5,97.71,64.14,68.84,104.6,103.3
281,847.6,56.64,57.01,51.5,115.9,30.37
282,197,97.45,52.04,49.35,109.4,81.62
283,599.2,92.12,38.11,71.11,176.1,54.58
284,234.6,75.02,28.29,38.82,63.75,37.51
285,494.6,165.2,47.01,39.1,84.16,38.44
286,171.3,107.8,36.2,35.93,65.43,38
287,112.7,28.42,22.09,33.64,44.92,26.26
288,170.3,31.8,21.99,16.35,45.8,33.06
289,203.3,84.9,63.58,44.78,97.34,84.93
290,443.7,150.4,49.38,58.05,98.49,82.36
291,389.8,142.9,29.42,44.95,91.05,69.58
292,250.5,127.2,27.61,29.41,60.56,48.1
293,219.5,39.39,29.13,32.02,71.43,52.71
294,5751,750.4,67.53,88.08,1219,105.7
295,200.8,127.3,37.73,29.5,60.02,54.5
296,355.5,75.03,33.55,53.56,93.54,86.89
297,259.8,118.2,62.07,60.75,94.82,132.1
298,180.2,47.07,29.34,32.21,53.6,20.62
299,172.2,75.63,33.89,27.31,60.31,16.63
300,243.7,58.09,37.8,42.84,87.5,29.46
301,246.5,57.26,29.2,45.58,83,30.7
302,225.6,117.3,24.44,29.8,73.38,39.07
303,263.9,162,28.84,32.14,49.1,32.33
304,136.6,22.23,33.18,26.07,61.2,19.76
305,517.9,108.9,80.36,86.32,152.1,75.43
306,172.8,41.45,38.37,34.85,64.21,64.12
307,128.3,42.35,16.98,21.11,57.01,26.2
308,461.1,75.16,25.58,78.35,135.4,52.49
309,197.2,107.8,20.18,19.82,49.2,29.75
310,168.1,91.56,39.54,51.05,98.84,73.93
311,321.6,71.32,48.06,31.81,76.76,26.71
312,239.5,113.7,60.07,47.94,122.6,133.9
313,21.23,10.69,10.64,22.31,49.98,47.8
314,4.284E+04,1.438E+04,169.9,3203,4.038E+04,396.2
315,189.1,57.04,44.5,27.48,46.98,70.83
316,126.2,59.78,44.53,34.3,61.84,49.46
317,5662,977.2,58.15,118.8,1886,95.62
318,373.4,52.37,62.25,165.6,391.5,72.6
319,213.5,111.8,56.03,44.44,87.23,72.13
320,7.432E+05,1.008E+05,739.4,2.495E+04,3.552E+05,945.3
321,57.33,16.95,36.67,10.32,50.68,28.9
322,220,71.24,18.32,22.85,43.47,38.32
323,201.2,70.05,22.77,42.63,71.23,50.72
324,210.5,89.48,34.13,29.09,77.21,35.61
325,183.6,45.57,72.39,112,223.1,114.5
326,740.1,294.9,68.88,91.03,194.8,109.1
327,117.4,42.38,26.8,24.9,49.9,42.3
328,230.8,50.47,21.07,44.35,78.44,39.09
329,783.3,192.6,55.6,61.86,114.6,50.12
330,152.6,34.25,44.37,33.45,63.49,60.72
331,461.1,135.6,79.87,86.4,203.7,45.22
332,1923,464.2,44.97,191.5,2483,74.77
333,468,72.34,45.19,67.34,144.2,45.05
334,572.2,134.7,52.03,80.02,142.5,39.68
335,491.7,101.5,53.24,38.63,89.66,56.68
336,247.3,125.6,42.74,35.85,67.77,72.1
337,4831,396.8,83.1,105.8,1188,109.4
338,405.2,181.6,89.01,67.75,122,135.8
339,318.6,48.64,45.46,40.86,70.25,50.09
340,201.7,117,29.89,41.78,74.64,52.99
341,358.3,73.76,22.94,61.59,109.2,59.93
342,147.2,50.47,25.31,40.5,67.29,38.34
343,150,100.9,48.82,40.1,85.28,87.79
344,141.9,39.05,41.97,31.08,66.58,60.59
345,122.7,65.28,41.82,26.3,73.72,67.4
346,381.2,60.72,40.54,69.73,107.1,64.25
347,647.6,631.8,114.9,107,228.9,116.2
348,144.2,47.57,33.16,122.9,292.8,73.99
349,1591,137.6,44.32,43.72,545.4,73.79
350,441.5,98.17,36.07,49.04,147.9,59.43
351,107.6,40.17,38.4,36.7,63.16,64.1
352,263.7,141.5,27.62,29.84,64.52,34.14
353,303.4,52.4,35.85,57.27,120.4,41.93
354,173,42.34,27.39,28.84,42.41,38.15
355,371.9,79.96,45.3,58.49,108.7,46.93
356,161.4,38.83,29.6,32.76,63.48,67.04
357,1425,163.3,81.34,104.6,259.7,72.96
358,115.4,34.12,38.96,30.9,61.24,58.27
359,320.2,80.57,46.24,51.7,84.5,34.95
360,659.4,48.08,79.34,79.39,161.6,130.4
361,126.4,114.2,30.79,27.68,59.01,33.19
362,171.3,39.02,46.87,55.08,95.42,103.8
363,195.4,99.85,41.18,28.26,69.07,31.46
364,186.2,46.4,52.13,37.97,93.5,79.77
365,189.5,95.9,42.82,33.93,75.71,59.67
366,430.1,109.8,55.77,62.15,170.6,59.71
367,164.6,93.02,25.56,23.67,49.45,22.06
368,273.1,103.8,31.92,52.84,81.06,47.13
369,387.3,166,42.72,61.5,102.9,46.53
370,1.786E+04,2421,1537,666.4,8801,451.3
371,288.6,56.31,29.5,33.01,61.92,53.26
372,258.4,166.9,29.93,21.39,52.83,54.16
373,133.6,86.72,30.74,36.44,71.41,58.62
374,254.9,105.9,34.94,43.24,67.41,26.7
375,175.3,79.9,30.98,29.5,52.17,30.23
376,135.6,50.04,26.79,19.31,57.81,69.64
377,201.2,41.53,29.48,22.52,42.13,53.02
378,253.5,93.23,59.08,64.9,103.8,124.7
379,339.7,137.9,40.21,36.63,66.59,51.3
380,1195,790.3,40.42,78.44,824.9,65.97
381,197.5,68.46,30.6,34.8,69.36,46.62
382,306.3,79.43,56.46,45.93,101.2,156.7
383,384,174.5,65.12,70.42,102.7,90.14
384,88.41,46.46,15,22.63,39.22,43.88
385,454.4,61.05,38.06,54.03,142.1,46.57
386,281.9,116.8,49.09,46.78,119.5,91.7
387,157.6,58.05,32.92,22.61,60.27,31.56
388,184.1,183.2,46.5,46.74,71.72,75.47
389,451.1,133.2,39.67,59.51,151.8,91.82
390,2846,516,43.34,92.55,1398,104.8
391,854.3,126.1,100.4,111.2,239.6,123.3
392,409.8,114.5,31.83,43.3,80.1,27.89
393,207.2,122.6,12.33,21.6,50.87,45.38
394,22.18,14.59,17.62,15.11,35.02,21.08
395,691,175.7,114,280.8,590.6,130
396,211.4,108.5,31.32,26.16,55.13,25.56
397,96.84,65.2,31.96,21.71,47.81,32.26
398,416.4,103.6,40.14,74.23,147.2,63.42
399,303.1,150,35.94,42.03,79.85,48.17
400,345.2,70.38,44.73,39.94,96.29,49.43
401,4.521E+04,3.977E+04,8907,4367,6.01E+04,2006
402,195.7,48.46,37.85,35.33,73.44,48.56
403,521.4,86.53,85.08,68.91,162.2,75.35
404,189.5,87.63,45.37,35.69,77.19,71.23
405,88.3,47,25.86,24.86,56.71,32.07
406,141.4,32.91,23.62,24.33,46.54,16.98
407,128.7,50.78,27.3,25.11,47.49,46.31
408,363,135.1,52.57,42.13,103.1,58.15
409,164.6,81.88,31.11,29.02,58.56,50.88
410,290.1,66.35,26.91,37.22,70.88,48.99
411,3166,209.4,47.67,68.17,896.8,69.67
412,2183,631.6,19.71,17.61,134.3,39.46
413,115.7,36.87,18.13,18.2,51.12,24.12
414,356.8,145.4,49.33,42.61,102,35.93
415,1.444E+04,2357,1223,649.6,8781,437.6
416,453,104.2,25.51,29.25,58.18,46.23
417,40.71,23.36,22.81,20.23,95.62,28.23
418,125.9,35.49,14.56,34.34,38.42,23.1
419,260,143.4,56.96,41.76,74.86,67.52
420,194.1,89.23,47.8,113.8,168.6,78.7
421,572.1,74.76,46.65,80.66,172.5,46.94
422,132.2,79.15,22.42,26.23,54.81,41.27
423,116.1,66.68,23.08,30.59,52.08,53.77
424,941.5,138.2,43.93,91.58,223.1,34.64
425,357.7,76.53,31.91,59.56,114.7,54.61
426,1.263E+04,3230,1588,852,1.135E+04,480.8
427,104.6,30.41,32.83,22.4,54.22,39.69
428,195.1,106,58.02,43.84,86.6,97.45
429,361.8,128.4,41.96,48.27,89.24,71.16
430,126.4,82.11,19.41,14.66,39.42,28.06
431,165.3,33.97,19.28,27.37,54.6,21.31
432,271.5,51.55,35.85,42.02,85.03,40.72
433,152.5,82.77,46.3,39.18,81.86,88.24
434,849.6,175.9,59.02,114.6,224.3,74.63
435,25.61,13.68,18.18,12.75,25.47,30.12
436,456.6,60.31,29.33,39.11,66.7,44.83
437,99.02,54.35,18.92,31.58,42.33,25.48
438,325.2,128,30.58,36.83,68.66,33.75
439,617,98.59,52.02,71.82,180.5,79.17
440,365.3,76.31,24.94,46.27,83.35,34.08
441,160.6,98.12,34.16,31.75,48.45,47.28
442,23.34,13.46,14.15,13.73,22.77,11.23
443,362.1,80,56.01,94.55,175,56.57
444,116.2,41.62,44.56,59.45,104.2,49.44
445,127.7,60.73,49.05,46.75,78.25,58.11
446,3310,1299,40.82,40.82,222.6,66.96
447,438.1,93.87,34.6,29.64,80.42,44.17
448,450.4,29.51,48.01,45.48,127.8,48.98
449,189.3,91.85,51.91,40.67,61.33,79.35
450,1113,85.12,64.04,116.2,227.5,102.2
451,362.7,219.8,81.86,203.3,400.4,144.8
452,72.3,47.45,14.42,13.9,39.49,20.06
453,176.2,109,17.65,25.61,37.67,37.73
454,198.3,112.9,24.03,31.26,73.86,42.69
455,238.3,46.8,60.25,57.78,103.4,78.33
456,2942,777.4,275.9,322.1,742.2,247.8
457,221.9,66.21,32.51,40.44,76.42,39.7
458,258.7,56.91,29.2,55.33,87.26,42.97
459,873.8,246.4,77.02,75.42,147,51.65
460,222.4,87.34,29.91,24.02,58.07,18.98
461,415.4,191.1,64.02,50.22,115.1,103.8
462,221.3,97.07,37.82,41.23,67.23,27.68
463,198.3,67.18,31.73,36.53,58.71,20.59
464,103.8,32.3,37.12,31.98,49.9,47.38
465,183,55.1,28.13,34.85,62.69,34.58
466,227.1,93.63,30.1,33.77,74.59,29.08
467,23.52,16.52,16.25,10.71,19.61,17.76
468,260.4,41.97,24.8,33.48,62.81,34.17
469,228.2,138.9,55.38,42.98,69.54,60.44
470,481.4,86.48,50.77,60.51,146.6,55.45
471,319.3,168.2,61.23,45.23,130.3,98.41
472,207,133.1,20.66,27.91,46.19,25.17
473,214,91.42,29.98,32.17,57.04,38.48
474,295.1,154,80.79,56.12,121.9,107.6
475,717.7,242.6,106.2,78.19,162.8,85.19
476,342.8,122.1,77.42,149.4,273.8,102.4
477,264.9,62.34,25.58,43.47,90.96,28.96
478,177.2,97.63,30.13,27.47,67.31,35.33
479,415.6,105.8,34.47,50.78,122,41.9
480,220.7,90.33,31.21,30.7,76.72,39.12
481,153.9,38.31,34.04,54.46,94.91,43.71
482,1883,205.9,47.7,58.64,663.2,38.48
483,193.1,62.15,29,36.06,65.78,50.89
484,1.998E+04,2948,905,584.6,8360,326
485,170.3,87.2,28.59,23.26,54.85,33.24
486,311.6,71.76,28.38,50.68,109.3,48.58
487,187.6,43.29,33.61,146.7,327.3,48.63
488,113.3,60.21,23.03,29.36,49.4,24.18
489,128.3,31.94,17.71,29.27,41.78,39.48
490,396.4,129.2,36.72,59.35,127,77.16
491,260.8,154.4,56.43,67.36,134,75.02
492,270.5,65.38,27.05,56.13,85.85,34.67
493,130.4,56.26,17.36,26.01,50.8,13.73
494,305.7,46.69,36.19,38.32,58.92,49.2
495,238,152.3,54.25,44.7,96.14,93.75
496,196.8,83.85,22.46,38.45,69.97,39.84
497,451.4,71.44,60.39,42.81,84.63,56.16
498,658.8,123.6,57.95,76.69,187.8,82.55
499,154.3,44.65,17.87,22.3,54.2,30.46
500,118.6,48.75,25.55,28.09,42.92,50
501,408.2,48.63,56.33,60.54,130.8,84.61
502,475.5,112.6,36.46,60.27,118.4,48.16
503,507.8,105.6,47.25,72.1,152.9,51.9
504,131,44.65,22.05,30.38,52.77,29.95
505,80.16,51.37,20.44,20.49,53.45,30.69
506,528.4,79.56,43.53,70.94,152.7,49.22
507,579.7,115.4,49.4,73.91,142.5,75.96
508,221.5,131.8,55.89,151.1,336.6,79.56
509,1129,78.51,37.83,39.98,349.3,47.93
510,283.3,113.2,30.4,31.6,62.12,32.13
511,173.4,83.23,29.6,21,58.04,29.1
512,215.7,59.54,41.8,42.56,66.54,43.53
513,299.4,121.5,48.01,37.39,95.1,79.19
514,283,113.9,50.2,44.22,100.8,81.1
515,242.1,46.23,20.35,21.37,43.86,16.37
516,176.7,34.14,19.6,24.86,52.52,45.53
517,90.35,46.88,23.64,17.89,42.31,22.17
518,253.3,117.1,57,69.73,143.5,93.34
519,155,104.3,36.39,32.67,53.3,28.7
520,118.5,30.06,33.81,33.52,47.27,51.51
521,148.5,55.23,20.8,38.7,66.63,18.61
522,284.1,42.9,31.6,32.68,57.18,33.69
523,187,38.65,20.74,35.94,59.44,31.39
524,590.2,153.3,57.76,77.04,133.8,75.12
525,371.1,120.9,92.52,63.82,121.4,130.4
526,164.8,78.29,38.62,33.51,55.91,84.23
527,392.5,63.6,26.62,38.79,68.56,40.47
528,539.8,62.93,120.5,164.6,407.9,137.9
529,751,116.6,74.95,92.76,175.9,69.36
530,222.6,118,36.91,51.04,72.63,38.29
531,1922,340.7,28.86,46.58,436.7,44.54
532,283.3,110.8,21.76,28.09,66.23,47.35
533,675.6,86.01,46.6,88.35,191.3,74.61
534,400.5,107.5,47.59,39.58,94.91,46.74
535,198.4,52.67,28.64,31.1,71.23,36.07
536,765.7,83.04,49.33,77.28,145,48.26
537,385.7,62.37,39.62,48.34,89.16,33.39
538,128.6,32.87,27.93,60.41,141.1,59.77
539,176.3,42.8,31.51,36.75,56.79,48.62
540,1912,460.9,52.17,64.75,776,59.3
541,86.19,51.81,15.44,21.32,40,15.09
